FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
0,0,Abja-Paluoja,20,Viljandi Maakond,0.15,0.15,0.1,0.15,0.1
1,1,Adavere,05,Jõgeva Maakond,0.15,0.15,0.1,0.15,0.1
2,2,Aegviidu,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
3,3,Ahja,12,Põlva Maakond,0.15,0.15,0.1,0.15,0.1
4,4,Alatskivi,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
5,5,Alu,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
6,6,Antsla,21,Võru Maakond,0.15,0.15,0.1,0.15,0.1
7,7,Aravete,04,Järva Maakond,0.15,0.15,0.1,0.15,0.1
8,8,Ardu,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
9,9,Aruküla,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
10,10,Aseri,08,Lääne-viru Maakond,0.15,0.15,0.1,0.15,0.1
11,11,Aste,14,Saare Maakond,0.15,0.15,0.1,0.15,0.1
12,12,Audru,11,Pärnu Maakond,0.15,0.15,0.1,0.15,0.1
13,13,Avinurme,05,Jõgeva Maakond,0.15,0.15,0.1,0.15,0.1
14,14,Elva,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
15,15,Haabneeme,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
16,16,Haapsalu,07,Lääne Maakond,0.15,0.15,0.1,0.15,0.1
17,17,Haljala,08,Lääne-viru Maakond,0.15,0.15,0.1,0.15,0.1
18,18,Harku,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
19,19,Himmaste,12,Põlva Maakond,0.15,0.15,0.1,0.15,0.1
20,20,Hulja,08,Lääne-viru Maakond,0.15,0.15,0.1,0.15,0.1
21,21,Hullo,07,Lääne Maakond,0.15,0.15,0.1,0.15,0.1
22,22,Häädemeeste,11,Pärnu Maakond,0.15,0.15,0.1,0.15,0.1
23,23,Iisaku,03,Ida-viru Maakond,0.15,0.15,0.1,0.15,0.1
24,24,Ilmatsalu,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
25,25,Juuru,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
26,26,Järva-Jaani,04,Järva Maakond,0.15,0.15,0.1,0.15,0.1
27,27,Järvakandi,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
28,28,Järve,03,Ida-viru Maakond,0.15,0.15,0.1,0.15,0.1
29,29,Jõgeva,05,Jõgeva Maakond,0.15,0.15,0.1,0.15,0.1
30,30,Jõhvi,03,Ida-viru Maakond,0.15,0.15,0.1,0.15,0.1
31,31,Jüri,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
32,32,Kadrina,08,Lääne-viru Maakond,0.15,0.15,0.1,0.15,0.1
33,33,Kaerepere,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
34,34,Kallaste,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
35,35,Kanepi,12,Põlva Maakond,0.15,0.15,0.1,0.15,0.1
36,36,Karksi,20,Viljandi Maakond,0.15,0.15,0.1,0.15,0.1
37,37,Karksi-Nuia,20,Viljandi Maakond,0.15,0.15,0.1,0.15,0.1
38,38,Kehra,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
39,39,Kehtna,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
40,40,Keila,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
41,41,Kiili,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
42,42,Kiisa,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
43,43,Kiiu,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
44,44,Kilingi-Nõmme,11,Pärnu Maakond,0.15,0.15,0.1,0.15,0.1
45,45,Kiviõli,03,Ida-viru Maakond,0.15,0.15,0.1,0.15,0.1
46,46,Klooga,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
47,47,Koeru,04,Järva Maakond,0.15,0.15,0.1,0.15,0.1
48,48,Kohila,13,Rapla Maakond,0.15,0.15,0.1,0.15,0.1
49,49,Kohtla-Nõmme,03,Ida-viru Maakond,0.15,0.15,0.1,0.15,0.1
50,50,Koosa,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
51,51,Kose,21,Võru Maakond,0.15,0.15,0.1,0.15,0.1
52,52,Kose,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
53,53,Kose-Uuemõisa,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
54,54,Kostivere,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
55,55,Kunda,08,Lääne-viru Maakond,0.15,0.15,0.1,0.15,0.1
56,56,Kuremaa,05,Jõgeva Maakond,0.15,0.15,0.1,0.15,0.1
57,57,Kurepalu,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
58,58,Kuressaare,14,Saare Maakond,0.15,0.15,0.1,0.15,0.1
59,59,Kuusalu,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
60,60,Käina,02,Hiiu Maakond,0.15,0.15,0.1,0.15,0.1
61,61,Kärdla,02,Hiiu Maakond,0.15,0.15,0.1,0.15,0.1
62,62,Kärla,14,Saare Maakond,0.15,0.15,0.1,0.15,0.1
63,63,Käärdi,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
64,64,Kõrveküla,18,Tartu Maakond,0.15,0.15,0.1,0.15,0.1
65,65,Laagri,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
66,66,Lagedi,01,Harju Maakond,0.15,0.15,0.1,0.15,0.1
