FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
0,0,Akaa,11,Pirkanmaa,0.15,0.15,0.1,0.15,0.1
1,1,Alajärvi,03,South Ostrobothnia,0.15,0.15,0.1,0.15,0.1
2,2,Alavieska,14,North Ostrobothnia,0.15,0.15,0.1,0.15,0.1
3,3,Alavus,03,South Ostrobothnia,0.15,0.15,0.1,0.15,0.1
4,4,Asikkala,16,Päijät-Häme,0.15,0.15,0.1,0.15,0.1
5,5,Askola,18,Uusimaa,0.15,0.15,0.1,0.15,0.1
6,6,Aura,19,Southwest Finland,0.15,0.15,0.1,0.15,0.1
7,7,Brändö,,Åland,0.15,0.15,0.1,0.15,0.1
8,8,Eckerö,,Åland,0.15,0.15,0.1,0.15,0.1
9,9,Enonkoski,04,South Savo,0.15,0.15,0.1,0.15,0.1
10,10,Enontekiö,10,Lapland,0.15,0.15,0.1,0.15,0.1
11,11,Espoo,18,Uusimaa,0.15,0.15,0.1,0.15,0.1
12,12,Eura,17,Satakunta,0.15,0.15,0.1,0.15,0.1
13,13,Eurajoki,17,Satakunta,0.15,0.15,0.1,0.15,0.1
14,14,Evijärvi,03,South Ostrobothnia,0.15,0.15,0.1,0.15,0.1
15,15,Finström,,Åland,0.15,0.15,0.1,0.15,0.1
16,16,Forssa,06,Kanta-Häme,0.15,0.15,0.1,0.15,0.1
17,17,Föglö,,Åland,0.15,0.15,0.1,0.15,0.1
18,18,Geta,,Åland,0.15,0.15,0.1,0.15,0.1
19,19,Haapajärvi,14,North Ostrobothnia,0.15,0.15,0.1,0.15,0.1
20,20,Haapavesi,14,North Ostrobothnia,0.15,0.15,0.1,0.15,0.1
21,21,Hailuoto,14,North Ostrobothnia,0.15,0.15,0.1,0.15,0.1
22,22,Halsua,07,Central Ostrobothnia,0.15,0.15,0.1,0.15,0.1
23,23,Hamina,09,Kymenlaakso,0.15,0.15,0.1,0.15,0.1
24,24,Hammarland,,Åland,0.15,0.15,0.1,0.15,0.1
25,25,Hankasalmi,08,Central Finland,0.15,0.15,0.1,0.15,0.1
26,26,Hanko,18,Uusimaa,0.15,0.15,0.1,0.15,0.1
27,27,Harjavalta,17,Satakunta,0.15,0.15,0.1,0.15,0.1
28,28,Hartola,16,Päijät-Häme,0.15,0.15,0.1,0.15,0.1
29,29,Hattula,06,Kanta-Häme,0.15,0.15,0.1,0.15,0.1
30,30,Hausjärvi,06,Kanta-Häme,0.15,0.15,0.1,0.15,0.1
