,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
0,20000,Akademiska sjukhuset,nan nan,Uppsala,Uppsala,753 09,,,,,Yes,,59.8533066,17.6390728
1,20001,Alingsås lasarett,nan nan,Alingsås,Alingsås,441 30,,,,,Yes,,57.9281109,12.5193569
5,20005,Blekingesjukhuset Karlskrona,nan nan,Karlskrona,Karlskrona,371 31,,,,,Yes,,56.1808907,15.6024515
6,20006,Bollnäs sjukhus,nan nan,Bollnäs,Bollnäs,821 42,,,,,Yes,,61.3540388,16.3592098
11,20011,Centrallasarettet Växjö,nan nan,Växjö,Växjö,352 29,,,,,Yes,,56.8754926,14.8053606
12,20012,Centralsjukhuset Kristianstad,J A Hedlunds väg 5,Kristianstad,Kristianstad,291 31,,+46 44 3091000,,,Yes,,56.0279604,14.1719418
13,20013,Centralsjukhuset i Karlstad,nan nan,Karlstad,Karlstad,652 25,,,,,Yes,,59.3784825,13.4808361
15,20015,Dalslands Sjukhus,nan nan,Bäckefors,Bengtsfors,668 40,,,,,Yes,,58.7995545,12.159657
16,20016,Danderyds sjukhus,nan nan,Danderyd,Danderyd,182 33,,,,,Yes,,59.3929656,18.0347549
19,20019,Enköpings Lasarett,nan nan,Enköping,Enköping,745 30,,,,,Yes,,59.6290458,17.0668262
21,20021,Falu Lasarett,nan nan,Falun,Falun,791 62,,,,,Yes,,60.6087947,15.6408404
25,20025,Gällivare sjukhus,Källgatan 14,Gällivare,Gällivare,982 31,,,,,Yes,,67.1301719,20.6803771
28,20028,Hallands sjukhus Varberg,nan nan,Varberg,Varberg,432 44,,,,,Yes,,57.0963362,12.2762308
30,20030,Helsingborgs lasarett,nan nan,Helsingborg,Helsingborg,252 24,,,,,Yes,,56.0446526,12.7036352
31,20031,Hudiksvalls sjukhus,nan nan,Hudiksvall,Hudiksvall,824 30,,,,,Yes,,61.7284921,17.0966634
32,20032,Hässleholms Sjukhus,nan nan,Hässleholm,Hässleholm,281 31,,,,,Yes,,56.1599371,13.7763263
33,20033,Höglandssjukhuset Eksjö,nan nan,Eksjö,Eksjö,575 31,,,,,Yes,,57.6654478,14.9693386
37,20037,Kalix sjukhus,nan nan,Kalix,Kalix,952 33,,,,,Yes,,65.8542689,23.1542119
38,20038,Karlskoga Lasarett,nan nan,Karlskoga,Karlskoga,691 31,,,,,Yes,,59.3169402,14.5034747
39,20039,Karolinska universitetssjukhuset,nan nan,Haga,Solna,171 64,,,,,Yes,,59.3536241,18.0313548
40,20040,Karolinska universitetssjukhuset Huddinge,nan nan,Flemingsberg,Huddinge,141 49,,,,,Yes,,59.2248589,17.9313539
43,20043,Knäred Vårdcentral,nan nan,,,,,,,,Yes,,56.5209357,13.3160174
44,20044,Kungälvs sjukhus,nan nan,Kungälv,Kungälv,442 31,,,,,Yes,,57.8791847,11.9700739
46,20046,Lasarettet Trelleborg,nan nan,Trelleborg,Trelleborg,231 64,,,,,Yes,,55.3820195,13.1638935
47,20047,Lasarettet i Motala,nan nan,Motala,Motala,591 30,,,,,Yes,,58.5455429,15.0271397
48,20048,Lasarettet i Ystad,nan nan,Ystad,Ystad,271 41,,,,,Yes,,55.4362111,13.8191683
50,20050,Lycksele lasarett,nan nan,Lycksele,Lycksele,921 31,,,,,Yes,,64.5837282,18.6816453
52,20052,Länssjukhuset Sundsvall-Härnösand,nan nan,Sundsvall,Sundsvall,852 32,,,,,Yes,,62.4059761,17.3034485
53,20053,Länssjukhuset i Kalmar,nan nan,Kalmar,Kalmar,392 31,,,,,Yes,,56.6579411,16.334527
55,20055,Mora lasarett,nan nan,Mora,Mora,792 37,,,,,Yes,,61.0173353,14.5841803
56,20056,Mälarsjukhuset,nan nan,Eskilstuna,Eskilstuna,632 19,,,,,Yes,,59.3639683,16.5349165
57,20057,Mölndals Sjukhus,nan nan,Mölndal,Mölndal,431 31,,,,,Yes,,57.6620168,12.0092939
58,20058,Nacka sjukhus,nan nan,Nacka,Nacka,131 53,,,,,Yes,,59.3114132,18.1988271
60,20060,Norra Älvsborgs Länssjukhus,nan nan,,,,,,,,Yes,,58.3169157,12.259693
61,20061,Norrlands universitetssjukhus,nan nan,Umeå,Umeå,903 26,,,,,Yes,,63.8155225,20.3032206
62,20062,Norrtälje Sjukhus,nan nan,Norrtälje,Norrtälje,761 30,,,,,Yes,,59.7571271,18.6860666
63,20063,Nyköpings lasarett,nan nan,Nyköping,Nyköping,611 32,,,,,Yes,,58.7585969,16.9963229
64,20064,Oskarshamns Sjukhus,nan nan,Oskarshamn,Oskarshamn,572 42,,,,,Yes,,57.262836,16.4231328
65,20065,Piteå Älvdals Sjukhus,nan nan,Piteå,Piteå,941 37,,,,,Yes,,65.3136389,21.4927767
71,20071,Sahlgrenska Universitetssjukhuset,nan nan,Göteborg,Göteborg,413 19,,,,,Yes,,57.6830636,11.9554892
74,20074,Sankt Görans sjukhus,nan nan,Stockholm,Stockholm,112 18,,,,,Yes,,59.3336847,18.0244994
76,20076,Sjukhuset Arvika,nan nan,Arvika,Arvika,671 31,,,,,Yes,,59.6663965,12.6133587
78,20078,Skellefteå Lasarett,nan nan,Skellefteå,Skellefteå,931 30,,,,,Yes,,64.7547546,20.9460903
79,20079,Skånes Universitetsjukhus Malmö,nan nan,Malmö,Malmö,211 43,,,,,Yes,,55.5920053,12.9982011
80,20080,Sollefteå sjukhus,Lassarettsgatan 6,Sollefteå,Sollefteå,881 30,,,,,Yes,,63.1762201,17.2339234
85,20085,Sunderby sjukhus,nan nan,,,,,,,,Yes,,65.6720577,21.9215732
86,20086,Södersjukhuset,nan nan,Stockholm,Stockholm,116 21,,,,,Yes,,59.3108115,18.0527941
87,20087,Södertälje sjukhus,nan nan,Södertälje,Södertälje,151 72,,,,,Yes,,59.1999784,17.6335201
89,20089,Torsby sjukhus,nan nan,Torsby,Torsby,685 30,,,,,Yes,,60.1372025,13.0013835
91,20091,Universitetssjukhuset i Linköping,nan nan,Linköping,Linköping,582 23,,,,,Yes,,58.4002105,15.6245181
92,20092,Universitetssjukhuset Örebro,Södra Grev Rosengatan nan,Örebro,Örebro,702 12,,+46 19-6021000,,,Yes,,59.2754291,15.2216943
93,20093,Visby Lasarett,S:t Göransgatan 5,Visby,Gotland,621 45,,+46 498 269000,,,Yes,,57.6502119,18.3009211
94,20094,Värnamo sjukhus,nan nan,Värnamo,Värnamo,331 30,,,,,Yes,,57.1757549,14.0314829
95,20095,Västerviks sjukhus,Östra Kyrkogatan 48,Västervik,Västervik,593 30,,,,,Yes,,57.7546007,16.6321999
96,20096,Västerås Centrallasarett,nan nan,Västerås,Västerås,722 12,,,,,Yes,,59.6149082,16.5884702
101,20101,Örnsköldsviks sjukhus,nan nan,Örnsköldsvik,Örnsköldsvik,891 62,,,,,Yes,,63.3005306,18.7075338
102,20102,Östersunds sjukhus,nan nan,Östersund,Östersund,831 35,,,,,Yes,,63.1835873,14.6328219
