FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
0,0,'s Gravenmoer,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
1,1,'s-Gravenzande,11,Zuid-holland,0.15,0.15,0.1,0.15,0.1
2,2,'s-Heerenberg,03,Gelderland,0.15,0.15,0.1,0.15,0.1
3,3,'s-Hertogenbosch,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
4,4,'t Zand,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
5,5,Aagtekerke,10,Zeeland,0.15,0.15,0.1,0.15,0.1
6,6,Aalburg,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
7,7,Aalden,01,Drenthe,0.15,0.15,0.1,0.15,0.1
8,8,Aalsmeer,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
9,9,Aalsmeerderbrug,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
10,10,Aalst,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
11,11,Aalst,03,Gelderland,0.15,0.15,0.1,0.15,0.1
12,12,Aalten,03,Gelderland,0.15,0.15,0.1,0.15,0.1
13,13,Aardenburg,10,Zeeland,0.15,0.15,0.1,0.15,0.1
14,14,Aarle-Rixtel,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
15,15,Abbekerk,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
16,16,Abbenes,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
17,17,Abcoude,09,Utrecht,0.15,0.15,0.1,0.15,0.1
18,18,Achlum,02,Friesland,0.15,0.15,0.1,0.15,0.1
19,19,Achtmaal,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
20,20,Adorp,04,Groningen,0.15,0.15,0.1,0.15,0.1
21,21,Aduard,04,Groningen,0.15,0.15,0.1,0.15,0.1
22,22,Aerdt,03,Gelderland,0.15,0.15,0.1,0.15,0.1
23,23,Afferden,03,Gelderland,0.15,0.15,0.1,0.15,0.1
24,24,Akkrum,02,Friesland,0.15,0.15,0.1,0.15,0.1
25,25,Alblasserdam,11,Zuid-holland,0.15,0.15,0.1,0.15,0.1
26,26,Aldeboarn,02,Friesland,0.15,0.15,0.1,0.15,0.1
27,27,Aldtsjerk,02,Friesland,0.15,0.15,0.1,0.15,0.1
28,28,Alem,03,Gelderland,0.15,0.15,0.1,0.15,0.1
29,29,Alkmaar,07,Noord-holland,0.15,0.15,0.1,0.15,0.1
30,30,Almelo,15,Overijssel,0.15,0.15,0.1,0.15,0.1
31,31,Almen,03,Gelderland,0.15,0.15,0.1,0.15,0.1
32,32,Almkerk,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
33,33,Alphen,06,Noord-brabant,0.15,0.15,0.1,0.15,0.1
34,34,Alphen aan den Rijn,11,Zuid-holland,0.15,0.15,0.1,0.15,0.1
35,35,Alteveer,01,Drenthe,0.15,0.15,0.1,0.15,0.1
36,36,Alteveer,04,Groningen,0.15,0.15,0.1,0.15,0.1
37,37,America,05,Limburg,0.15,0.15,0.1,0.15,0.1
38,38,Amerongen,09,Utrecht,0.15,0.15,0.1,0.15,0.1
39,39,Amersfoort,09,Utrecht,0.15,0.15,0.1,0.15,0.1
