,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
1,20001,A.ö. Tauernklinikum Mittersill,nan nan,Mittersill,Salzburg,5730,,,,,Yes,,47.2807961,12.4843668
2,20002,Allgemein öffentliches Krankenhaus Oberpullendorf,Spitalgasse 32,Oberpullendorf,Burgenland,7350,,,,,Yes,,47.507545,16.5099727
9,20009,Bezirkskrankenhaus Schwaz,Dr.-Körner-Straße 2,Schwaz,Tirol,6130,,,,,Yes,,47.3440612,11.7048539
14,20014,Donauspital / SMZ-Ost,Langobardenstraße 122,Wien,Wien,1220,,,,,Yes,,48.2195455,16.4600433
21,20021,Heeresspital,Brünner Straße 238,Wien,Wien,1210,,,,,Yes,,48.2930133,16.4188238
26,20026,Klinik Diakonissen Schladming,Salzburger Straße 777,Schladming,Steiermark,8970,,+43 3687 2020 0,,,Yes,,47.3915863,13.6775092
27,20027,Klinik Floridsdorf,nan nan,Wien,Wien,1210,,+43 1 27700 - 0,,,Yes,,48.2694155,16.4048833
31,20031,Krankenanstalt Rudolfstiftung,Juchgasse 25,Wien,Wien,1030,,+43 (1) 711 65-0,,,Yes,,48.1950723,16.3891181
35,20035,Krankenhaus Hallein,Bürgermeisterstraße 34,Hallein,Salzburg,5400,,+43 6245 7990,,,Yes,,47.6855242,13.1120345
36,20036,Krankenhaus Hallein,nan nan,Hallein,Salzburg,5400,,,,,Yes,,47.6860986,13.1120605
38,20038,Krankenhaus Kittsee,Hauptplatz 3,Kittsee,Burgenland,2421,,,,,Yes,,48.0930438,17.0648818
44,20044,Krankenhaus der Barmherzigen Brüder,nan nan,Wien,Wien,1020,,,,,Yes,,48.2157345,16.3811781
48,20048,Krankenhaus der Barmherzigen Schwestern Ried,Schloßberg 1,Ried im Innkreis,Ried im Innkreis,4910,,,,,Yes,,48.2104406,13.4932608
57,20057,LKH Rottenmann,nan 2-4,Rottenmann,Steiermark,8786,,,,,Yes,,47.5257619,14.366312
