FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
0,0,Ajdovščina,,Ajdovščina,0.15,0.15,0.1,0.15,0.1
1,1,Ankaran,,Ankaran,0.15,0.15,0.1,0.15,0.1
2,2,Apače,,Kidričevo,0.15,0.15,0.1,0.15,0.1
3,3,Apače,,Apače,0.15,0.15,0.1,0.15,0.1
4,4,Begunje na Gorenjskem,102,Radovljica,0.15,0.15,0.1,0.15,0.1
5,5,Begunje pri Cerknici,013,Cerknica,0.15,0.15,0.1,0.15,0.1
6,6,Beltinci,,Beltinci,0.15,0.15,0.1,0.15,0.1
7,7,Benedikt,,Benedikt,0.15,0.15,0.1,0.15,0.1
8,8,Bistrica ob Dravi,108,Ruše,0.15,0.15,0.1,0.15,0.1
9,9,Bistrica ob Sotli,,Bistrica Ob Sotli,0.15,0.15,0.1,0.15,0.1
10,10,Bizeljsko,009,Brežice,0.15,0.15,0.1,0.15,0.1
11,11,Bled,,Bled,0.15,0.15,0.1,0.15,0.1
12,12,Blejska Dobrava,,Bled,0.15,0.15,0.1,0.15,0.1
13,13,Bogojina,,Moravske Toplice,0.15,0.15,0.1,0.15,0.1
14,14,Bohinjska Bela,,Bled,0.15,0.15,0.1,0.15,0.1
15,15,Bohinjska Bistrica,,Bohinj,0.15,0.15,0.1,0.15,0.1
16,16,Borovnica,,Borovnica,0.15,0.15,0.1,0.15,0.1
17,17,Bovec,,Bovec,0.15,0.15,0.1,0.15,0.1
18,18,Branik,084,Nova Gorica,0.15,0.15,0.1,0.15,0.1
19,19,Braslovče,,Braslovče,0.15,0.15,0.1,0.15,0.1
20,20,Breg,,Žirovnica,0.15,0.15,0.1,0.15,0.1
21,21,Brestanica,054,Krško,0.15,0.15,0.1,0.15,0.1
22,22,Bresternica,070,Maribor,0.15,0.15,0.1,0.15,0.1
23,23,Brezje,102,Radovljica,0.15,0.15,0.1,0.15,0.1
24,24,Brezovica pri Ljubljani,,Brezovica,0.15,0.15,0.1,0.15,0.1
25,25,Brežice,009,Brežice,0.15,0.15,0.1,0.15,0.1
26,26,Britof,052,Kranj,0.15,0.15,0.1,0.15,0.1
27,27,Cankova,,Cankova,0.15,0.15,0.1,0.15,0.1
28,28,Celje,011,Celje,0.15,0.15,0.1,0.15,0.1
29,29,Cerklje na Gorenjskem,,Cerklje Na Gorenjskem,0.15,0.15,0.1,0.15,0.1
30,30,Cerknica,013,Cerknica,0.15,0.15,0.1,0.15,0.1
31,31,Cerkno,,Cerkno,0.15,0.15,0.1,0.15,0.1
32,32,Cerkvenjak,,Cerkvenjak,0.15,0.15,0.1,0.15,0.1
33,33,Ceršak,,Šentilj,0.15,0.15,0.1,0.15,0.1
34,34,Cirkulane,,Cirkulane,0.15,0.15,0.1,0.15,0.1
35,35,Dekani,,Koper/capodistria,0.15,0.15,0.1,0.15,0.1
36,36,Deskle,,Kanal,0.15,0.15,0.1,0.15,0.1
37,37,Destrnik,,Destrnik,0.15,0.15,0.1,0.15,0.1
38,38,Divača,,Divača,0.15,0.15,0.1,0.15,0.1
39,39,Dob,,Domžale,0.15,0.15,0.1,0.15,0.1
40,40,Dobje pri Planini,,Dobje,0.15,0.15,0.1,0.15,0.1
41,41,Dobova,009,Brežice,0.15,0.15,0.1,0.15,0.1
42,42,Dobrna,,Dobrna,0.15,0.15,0.1,0.15,0.1
43,43,Dobrova,,Dobrova-polhov Gradec,0.15,0.15,0.1,0.15,0.1
44,44,Dobrovnik,,Dobrovnik-dobronak,0.15,0.15,0.1,0.15,0.1
45,45,Dobrovo,,Brda,0.15,0.15,0.1,0.15,0.1
46,46,Dol pri Hrastniku,034,Hrastnik,0.15,0.15,0.1,0.15,0.1
47,47,Dol pri Ljubljani,,Dol Pri Ljubljani,0.15,0.15,0.1,0.15,0.1
48,48,Dolenjske Toplice,,Dolenjske Toplice,0.15,0.15,0.1,0.15,0.1
49,49,Domžale,,Domžale,0.15,0.15,0.1,0.15,0.1
50,50,Dornava,,Dornava,0.15,0.15,0.1,0.15,0.1
51,51,Dornberk,084,Nova Gorica,0.15,0.15,0.1,0.15,0.1
52,52,Dravograd,025,Dravograd,0.15,0.15,0.1,0.15,0.1
53,53,Dutovlje,111,Sežana,0.15,0.15,0.1,0.15,0.1
54,54,Fram,,Rače-fram,0.15,0.15,0.1,0.15,0.1
55,55,Godovič,036,Idrija,0.15,0.15,0.1,0.15,0.1
56,56,Golnik,052,Kranj,0.15,0.15,0.1,0.15,0.1
57,57,Gorica pri Slivnici,,Šentjur,0.15,0.15,0.1,0.15,0.1
58,58,Gorišnica,,Gorišnica,0.15,0.15,0.1,0.15,0.1
59,59,Gornja Radgona,029,Gornja Radgona,0.15,0.15,0.1,0.15,0.1
60,60,Gornji Grad,,Gornji Grad,0.15,0.15,0.1,0.15,0.1
61,61,Gozd Martuljek,,Kranjska Gora,0.15,0.15,0.1,0.15,0.1
62,62,Grad,,Grad,0.15,0.15,0.1,0.15,0.1
63,63,Grgar,084,Nova Gorica,0.15,0.15,0.1,0.15,0.1
64,64,Griže,190,Žalec,0.15,0.15,0.1,0.15,0.1
65,65,Grosuplje,032,Grosuplje,0.15,0.15,0.1,0.15,0.1
66,66,Hodoš,,Hodoš/hodos,0.15,0.15,0.1,0.15,0.1
67,67,Horjul,,Horjul,0.15,0.15,0.1,0.15,0.1
68,68,Hotedršica,064,Logatec,0.15,0.15,0.1,0.15,0.1
69,69,Hrastnik,034,Hrastnik,0.15,0.15,0.1,0.15,0.1
70,70,Hrušica,041,Jesenice,0.15,0.15,0.1,0.15,0.1
71,71,Idrija,036,Idrija,0.15,0.15,0.1,0.15,0.1
72,72,Ig,,Ig,0.15,0.15,0.1,0.15,0.1
73,73,Ilirska Bistrica,038,Ilirska Bistrica,0.15,0.15,0.1,0.15,0.1
74,74,Ivančna Gorica,,Ivančna Gorica,0.15,0.15,0.1,0.15,0.1
75,75,Izlake,142,Zagorje Ob Savi,0.15,0.15,0.1,0.15,0.1
76,76,Izola,,Izola/isola,0.15,0.15,0.1,0.15,0.1
77,77,Jesenice,041,Jesenice,0.15,0.15,0.1,0.15,0.1
78,78,Jurovski Dol,,Sveti Jurij V Slovenskih Goricah,0.15,0.15,0.1,0.15,0.1
79,79,Juršinci,,Juršinci,0.15,0.15,0.1,0.15,0.1
80,80,Kamna Gorica,102,Radovljica,0.15,0.15,0.1,0.15,0.1
81,81,Kamnica,070,Maribor,0.15,0.15,0.1,0.15,0.1
82,82,Kamnik,043,Kamnik,0.15,0.15,0.1,0.15,0.1
83,83,Kanal,,Kanal,0.15,0.15,0.1,0.15,0.1
84,84,Kidričevo,,Kidričevo,0.15,0.15,0.1,0.15,0.1
85,85,Kisovec,142,Zagorje Ob Savi,0.15,0.15,0.1,0.15,0.1
86,86,Kobarid,,Kobarid,0.15,0.15,0.1,0.15,0.1
87,87,Kobilje,,Kobilje,0.15,0.15,0.1,0.15,0.1
88,88,Komen,,Komen,0.15,0.15,0.1,0.15,0.1
89,89,Komenda,,Komenda,0.15,0.15,0.1,0.15,0.1
90,90,Koper,,Koper/capodistria,0.15,0.15,0.1,0.15,0.1
91,91,Kostanjevica na Krki,,Kosanjevica Na Krki,0.15,0.15,0.1,0.15,0.1
92,92,Kotlje,103,Ravne Na Koroškem,0.15,0.15,0.1,0.15,0.1
93,93,Kozina,,Hrpelje-kozina,0.15,0.15,0.1,0.15,0.1
94,94,Kozje,,Kozje,0.15,0.15,0.1,0.15,0.1
95,95,Kočevje,,Kočevje,0.15,0.15,0.1,0.15,0.1
96,96,Kranj,052,Kranj,0.15,0.15,0.1,0.15,0.1
97,97,Kranjska Gora,,Kranjska Gora,0.15,0.15,0.1,0.15,0.1
98,98,Kresnice,,Moravče,0.15,0.15,0.1,0.15,0.1
99,99,Križ,111,Sežana,0.15,0.15,0.1,0.15,0.1
100,100,Križe,,Tržič,0.15,0.15,0.1,0.15,0.1
101,101,Križevci pri Ljutomeru,,Križevci,0.15,0.15,0.1,0.15,0.1
102,102,Krmelj,110,Sevnica,0.15,0.15,0.1,0.15,0.1
103,103,Kropa,102,Radovljica,0.15,0.15,0.1,0.15,0.1
104,104,Krško,054,Krško,0.15,0.15,0.1,0.15,0.1
105,105,Kuzma,,Kuzma,0.15,0.15,0.1,0.15,0.1
106,106,Laško,057,Laško,0.15,0.15,0.1,0.15,0.1
107,107,Lendava,,Lendava/lendva,0.15,0.15,0.1,0.15,0.1
108,108,Lesce,102,Radovljica,0.15,0.15,0.1,0.15,0.1
109,109,Leskovec,113,Slovenska Bistrica,0.15,0.15,0.1,0.15,0.1
110,110,Leskovec pri Krškem,054,Krško,0.15,0.15,0.1,0.15,0.1
111,111,Limbuš,070,Maribor,0.15,0.15,0.1,0.15,0.1
112,112,Litija,060,Litija,0.15,0.15,0.1,0.15,0.1
113,113,Ljubečna,011,Celje,0.15,0.15,0.1,0.15,0.1
114,114,Ljubljana,061,Ljubljana,0.15,0.15,0.1,0.15,0.1
115,115,Ljubno ob Savinji,,Ljubno,0.15,0.15,0.1,0.15,0.1
116,116,Ljutomer,063,Ljutomer,0.15,0.15,0.1,0.15,0.1
117,117,Log pri Brezovici,,Log-dragomer,0.15,0.15,0.1,0.15,0.1
118,118,Logatec,064,Logatec,0.15,0.15,0.1,0.15,0.1
119,119,Lokev,111,Sežana,0.15,0.15,0.1,0.15,0.1
120,120,Lovrenc na Pohorju,,Lovrenc Na Pohorju,0.15,0.15,0.1,0.15,0.1
121,121,Loče,114,Slovenske Konjice,0.15,0.15,0.1,0.15,0.1
122,122,Loški Potok,,Loški Potok,0.15,0.15,0.1,0.15,0.1
123,123,Lož,,Loška Dolina,0.15,0.15,0.1,0.15,0.1
124,124,Luče,,Luče,0.15,0.15,0.1,0.15,0.1
125,125,Majšperk,,Majšperk,0.15,0.15,0.1,0.15,0.1
126,126,Makole,,Makole,0.15,0.15,0.1,0.15,0.1
127,127,Malečnik,070,Maribor,0.15,0.15,0.1,0.15,0.1
128,128,Maribor,070,Maribor,0.15,0.15,0.1,0.15,0.1
129,129,Markovci,,Markovci,0.15,0.15,0.1,0.15,0.1
130,130,Martjanci,,Moravske Toplice,0.15,0.15,0.1,0.15,0.1
131,131,Medvode,,Medvode,0.15,0.15,0.1,0.15,0.1
132,132,Mengeš,,Mengeš,0.15,0.15,0.1,0.15,0.1
133,133,Metlika,073,Metlika,0.15,0.15,0.1,0.15,0.1
134,134,Mežica,,Mežica,0.15,0.15,0.1,0.15,0.1
135,135,Miren,,Miren-kostanjevica,0.15,0.15,0.1,0.15,0.1
136,136,Mirna,,Mirna,0.15,0.15,0.1,0.15,0.1
137,137,Mirna Peč,,Mirna Peč,0.15,0.15,0.1,0.15,0.1
138,138,Mislinja,,Mislinja,0.15,0.15,0.1,0.15,0.1
139,139,Mojstrana,,Kranjska Gora,0.15,0.15,0.1,0.15,0.1
140,140,Mokronog,,Mokronog-trebelno,0.15,0.15,0.1,0.15,0.1
141,141,Moravske Toplice,,Moravske Toplice,0.15,0.15,0.1,0.15,0.1
142,142,Moravče,,Moravče,0.15,0.15,0.1,0.15,0.1
143,143,Mozirje,079,Mozirje,0.15,0.15,0.1,0.15,0.1
144,144,Murska Sobota,080,Murska Sobota,0.15,0.15,0.1,0.15,0.1
145,145,Muta,,Muta,0.15,0.15,0.1,0.15,0.1
146,146,Naklo,,Naklo,0.15,0.15,0.1,0.15,0.1
147,147,Nazarje,,Nazarje,0.15,0.15,0.1,0.15,0.1
148,148,Notranje Gorice,,Brezovica,0.15,0.15,0.1,0.15,0.1
149,149,Nova Gorica,084,Nova Gorica,0.15,0.15,0.1,0.15,0.1
150,150,Odranci,,Odranci,0.15,0.15,0.1,0.15,0.1
151,151,Oplotnica,,Oplotnica,0.15,0.15,0.1,0.15,0.1
152,152,Ormož,087,Ormož,0.15,0.15,0.1,0.15,0.1
153,153,Osilnica,,Osilnica,0.15,0.15,0.1,0.15,0.1
154,154,Otočec,,Šmarješke Toplice,0.15,0.15,0.1,0.15,0.1
155,155,Pesnica,089,Pesnica,0.15,0.15,0.1,0.15,0.1
156,156,Petrovče,190,Žalec,0.15,0.15,0.1,0.15,0.1
157,157,Piran,,Piran/pirano,0.15,0.15,0.1,0.15,0.1
158,158,Pivka,,Pivka,0.15,0.15,0.1,0.15,0.1
159,159,Planina,094,Postojna,0.15,0.15,0.1,0.15,0.1
160,160,Pobegi,,Koper/capodistria,0.15,0.15,0.1,0.15,0.1
161,161,Podbrdo,128,Tolmin,0.15,0.15,0.1,0.15,0.1
