FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
0,0,Aba,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
1,1,Abasár,,Heves Megye,0.15,0.15,0.1,0.15,0.1
2,2,Abaújszántó,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
3,3,Abda,,Győr-moson-sopron Megye,0.15,0.15,0.1,0.15,0.1
4,4,Abony,,Pest Megye,0.15,0.15,0.1,0.15,0.1
5,5,Abádszalók,,Jász-nagykun-szolnok Megye,0.15,0.15,0.1,0.15,0.1
6,6,Acsa,,Pest Megye,0.15,0.15,0.1,0.15,0.1
7,7,Adony,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
8,8,Adács,,Heves Megye,0.15,0.15,0.1,0.15,0.1
9,9,Ajak,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
10,10,Ajka,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
11,11,Akasztó,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
12,12,Alap,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
13,13,Alattyán,,Jász-nagykun-szolnok Megye,0.15,0.15,0.1,0.15,0.1
14,14,Albertirsa,,Pest Megye,0.15,0.15,0.1,0.15,0.1
15,15,Algyő,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
16,16,Almásfüzitő,,Komárom-esztergom Megye,0.15,0.15,0.1,0.15,0.1
17,17,Alsónémedi,,Pest Megye,0.15,0.15,0.1,0.15,0.1
18,18,Alsózsolca,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
19,19,Alsóújlak,,Vas Megye,0.15,0.15,0.1,0.15,0.1
20,20,Ambrózfalva,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
21,21,Anarcs,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
22,22,Andornaktálya,,Heves Megye,0.15,0.15,0.1,0.15,0.1
23,23,Apagy,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
24,24,Apc,,Heves Megye,0.15,0.15,0.1,0.15,0.1
25,25,Apostag,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
26,26,Apátfalva,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
27,27,Aranyosapáti,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
28,28,Arló,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
29,29,Arnót,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
30,30,Aszaló,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
31,31,Aszód,,Pest Megye,0.15,0.15,0.1,0.15,0.1
32,32,Babócsa,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
33,33,Badacsonytomaj,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
34,34,Bag,,Pest Megye,0.15,0.15,0.1,0.15,0.1
35,35,Bagamér,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
36,36,Baj,,Komárom-esztergom Megye,0.15,0.15,0.1,0.15,0.1
37,37,Baja,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
38,38,Bajna,,Komárom-esztergom Megye,0.15,0.15,0.1,0.15,0.1
39,39,Bakonycsernye,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
40,40,Bakonyszentlászló,,Győr-moson-sopron Megye,0.15,0.15,0.1,0.15,0.1
41,41,Baks,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
42,42,Baktalórántháza,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
43,43,Balassagyarmat,,Nógrád Megye,0.15,0.15,0.1,0.15,0.1
44,44,Balatonalmádi,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
45,45,Balatonberény,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
46,46,Balatonboglár,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
47,47,Balatonfenyves,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
48,48,Balatonföldvár,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
49,49,Balatonfüred,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
50,50,Balatonkenese,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
51,51,Balatonlelle,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
52,52,Balatonszabadi,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
53,53,Balatonszárszó,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
54,54,Balkány,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
55,55,Ballószög,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
56,56,Balmazújváros,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
57,57,Balástya,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
58,58,Baracs,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
59,59,Baracska,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
60,60,Barcs,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
61,61,Battonya,,Békés Megye,0.15,0.15,0.1,0.15,0.1
62,62,Becsehely,,Zala Megye,0.15,0.15,0.1,0.15,0.1
63,63,Bekecs,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
64,64,Beled,,Győr-moson-sopron Megye,0.15,0.15,0.1,0.15,0.1
65,65,Bercel,,Nógrád Megye,0.15,0.15,0.1,0.15,0.1
66,66,Beremend,,Baranya Megye,0.15,0.15,0.1,0.15,0.1
67,67,Berettyóújfalu,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
68,68,Berhida,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
69,69,Berzence,,Somogy Megye,0.15,0.15,0.1,0.15,0.1
70,70,Besenyszög,,Jász-nagykun-szolnok Megye,0.15,0.15,0.1,0.15,0.1
71,71,Besenyőtelek,,Heves Megye,0.15,0.15,0.1,0.15,0.1
72,72,Biatorbágy,,Pest Megye,0.15,0.15,0.1,0.15,0.1
73,73,Bicske,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
74,74,Biharkeresztes,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
75,75,Biharnagybajom,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
76,76,Bodajk,,Fejér Megye,0.15,0.15,0.1,0.15,0.1
77,77,Bogyiszló,,Tolna Megye,0.15,0.15,0.1,0.15,0.1
78,78,Bogács,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
79,79,Bokod,,Komárom-esztergom Megye,0.15,0.15,0.1,0.15,0.1
80,80,Boldog,,Heves Megye,0.15,0.15,0.1,0.15,0.1
81,81,Boldva,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
82,82,Bonyhád,,Tolna Megye,0.15,0.15,0.1,0.15,0.1
83,83,Bordány,,Csongrád Megye,0.15,0.15,0.1,0.15,0.1
84,84,Borsodnádasd,,Borsod-abaúj-zemplén Megye,0.15,0.15,0.1,0.15,0.1
85,85,Bucsa,,Békés Megye,0.15,0.15,0.1,0.15,0.1
86,86,Budakalász,,Pest Megye,0.15,0.15,0.1,0.15,0.1
87,87,Budakeszi,,Pest Megye,0.15,0.15,0.1,0.15,0.1
88,88,Budapest,,Budapest Főváros,0.15,0.15,0.1,0.15,0.1
89,89,Budaörs,,Pest Megye,0.15,0.15,0.1,0.15,0.1
90,90,Bugac,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
91,91,Bugyi,,Pest Megye,0.15,0.15,0.1,0.15,0.1
92,92,Buj,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
93,93,Buják,,Nógrád Megye,0.15,0.15,0.1,0.15,0.1
94,94,Bábolna,,Komárom-esztergom Megye,0.15,0.15,0.1,0.15,0.1
95,95,Bácsalmás,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
96,96,Bácsbokod,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
97,97,Bánd,,Veszprém Megye,0.15,0.15,0.1,0.15,0.1
98,98,Báránd,,Hajdú-bihar Megye,0.15,0.15,0.1,0.15,0.1
99,99,Báta,,Tolna Megye,0.15,0.15,0.1,0.15,0.1
100,100,Bátaszék,,Tolna Megye,0.15,0.15,0.1,0.15,0.1
101,101,Bátonyterenye,,Nógrád Megye,0.15,0.15,0.1,0.15,0.1
102,102,Bátorliget,,Szabolcs-szatmár-bereg Megye,0.15,0.15,0.1,0.15,0.1
103,103,Bátya,,Bács-kiskun Megye,0.15,0.15,0.1,0.15,0.1
104,104,Békés,,Békés Megye,0.15,0.15,0.1,0.15,0.1
105,105,Békéscsaba,,Békés Megye,0.15,0.15,0.1,0.15,0.1
106,106,Békésszentandrás,,Békés Megye,0.15,0.15,0.1,0.15,0.1
